Location_idx,Location,Unnamed: 2
270759,"59.34094140754717, 18.121073878731345",
270760,"59.34103117358491, 18.121073878731345",
270842,"59.314280894339625, 18.121249809701492",
270843,"59.31437066037736, 18.121249809701492",
270877,"59.339146086792454, 18.121249809701492",
270878,"59.33923585283019, 18.121249809701492",
270879,"59.339325618867925, 18.121249809701492",
270880,"59.339415384905664, 18.121249809701492",
270881,"59.339505150943396, 18.121249809701492",
270882,"59.339594916981135, 18.121249809701492",
270883,"59.33968468301887, 18.121249809701492",
270884,"59.339774449056605, 18.121249809701492",
270885,"59.33986421509434, 18.121249809701492",
270886,"59.339953981132076, 18.121249809701492",
270887,"59.34004374716981, 18.121249809701492",
270888,"59.34013351320755, 18.121249809701492",
270889,"59.340223279245286, 18.121249809701492",
270890,"59.34031304528302, 18.121249809701492",
270891,"59.34040281132076, 18.121249809701492",
270892,"59.34049257735849, 18.121249809701492",
270893,"59.34058234339623, 18.121249809701492",
270894,"59.34067210943396, 18.121249809701492",
270895,"59.3407618754717, 18.121249809701492",
270896,"59.34085164150943, 18.121249809701492",
270897,"59.34094140754717, 18.121249809701492",
270898,"59.34103117358491, 18.121249809701492",
270899,"59.34112093962264, 18.121249809701492",
270979,"59.314191128301886, 18.121425740671643",
270980,"59.314280894339625, 18.121425740671643",
271014,"59.339146086792454, 18.121425740671643",
271015,"59.33923585283019, 18.121425740671643",
271016,"59.339325618867925, 18.121425740671643",
271017,"59.339415384905664, 18.121425740671643",
271018,"59.339505150943396, 18.121425740671643",
271019,"59.339594916981135, 18.121425740671643",
271020,"59.33968468301887, 18.121425740671643",
271021,"59.339774449056605, 18.121425740671643",
271022,"59.33986421509434, 18.121425740671643",
271023,"59.339953981132076, 18.121425740671643",
271024,"59.34004374716981, 18.121425740671643",
271025,"59.34013351320755, 18.121425740671643",
271026,"59.340223279245286, 18.121425740671643",
271027,"59.34031304528302, 18.121425740671643",
271028,"59.34040281132076, 18.121425740671643",
271029,"59.34049257735849, 18.121425740671643",
271030,"59.34058234339623, 18.121425740671643",
271031,"59.34067210943396, 18.121425740671643",
271032,"59.3407618754717, 18.121425740671643",
271033,"59.34085164150943, 18.121425740671643",
271034,"59.34094140754717, 18.121425740671643",
271035,"59.34103117358491, 18.121425740671643",
271036,"59.34112093962264, 18.121425740671643",
271118,"59.314280894339625, 18.12160167164179",
271152,"59.339056320754715, 18.12160167164179",
271153,"59.339146086792454, 18.12160167164179",
271154,"59.33923585283019, 18.12160167164179",
271155,"59.339325618867925, 18.12160167164179",
271156,"59.339415384905664, 18.12160167164179",
271157,"59.339505150943396, 18.12160167164179",
271158,"59.339594916981135, 18.12160167164179",
271159,"59.33968468301887, 18.12160167164179",
271160,"59.339774449056605, 18.12160167164179",
271161,"59.33986421509434, 18.12160167164179",
271162,"59.339953981132076, 18.12160167164179",
271163,"59.34004374716981, 18.12160167164179",
271164,"59.34013351320755, 18.12160167164179",
271165,"59.340223279245286, 18.12160167164179",
271166,"59.34031304528302, 18.12160167164179",
271167,"59.34040281132076, 18.12160167164179",
271168,"59.34049257735849, 18.12160167164179",
271169,"59.34058234339623, 18.12160167164179",
271170,"59.34067210943396, 18.12160167164179",
271171,"59.3407618754717, 18.12160167164179",
271172,"59.34085164150943, 18.12160167164179",
271173,"59.34094140754717, 18.12160167164179",
271174,"59.34103117358491, 18.12160167164179",
271175,"59.34112093962264, 18.12160167164179",
271176,"59.34121070566038, 18.12160167164179",
271291,"59.339056320754715, 18.121777602611942",
271292,"59.339146086792454, 18.121777602611942",
271293,"59.33923585283019, 18.121777602611942",
271294,"59.339325618867925, 18.121777602611942",
271295,"59.339415384905664, 18.121777602611942",
271296,"59.339505150943396, 18.121777602611942",
271297,"59.339594916981135, 18.121777602611942",
271298,"59.33968468301887, 18.121777602611942",
271299,"59.339774449056605, 18.121777602611942",
271300,"59.33986421509434, 18.121777602611942",
271301,"59.339953981132076, 18.121777602611942",
271302,"59.34004374716981, 18.121777602611942",
271303,"59.34013351320755, 18.121777602611942",
271304,"59.340223279245286, 18.121777602611942",
271305,"59.34031304528302, 18.121777602611942",
271306,"59.34040281132076, 18.121777602611942",
271307,"59.34049257735849, 18.121777602611942",
271308,"59.34058234339623, 18.121777602611942",
271309,"59.34067210943396, 18.121777602611942",
271310,"59.3407618754717, 18.121777602611942",
271311,"59.34085164150943, 18.121777602611942",
271312,"59.34094140754717, 18.121777602611942",
271313,"59.34103117358491, 18.121777602611942",
271314,"59.34112093962264, 18.121777602611942",
271315,"59.34121070566038, 18.121777602611942",
271430,"59.339056320754715, 18.12195353358209",
271431,"59.339146086792454, 18.12195353358209",
271432,"59.33923585283019, 18.12195353358209",
271433,"59.339325618867925, 18.12195353358209",
271434,"59.339415384905664, 18.12195353358209",
271435,"59.339505150943396, 18.12195353358209",
271436,"59.339594916981135, 18.12195353358209",
271437,"59.33968468301887, 18.12195353358209",
271438,"59.339774449056605, 18.12195353358209",
271439,"59.33986421509434, 18.12195353358209",
271440,"59.339953981132076, 18.12195353358209",
271441,"59.34004374716981, 18.12195353358209",
271442,"59.34013351320755, 18.12195353358209",
271443,"59.340223279245286, 18.12195353358209",
271444,"59.34031304528302, 18.12195353358209",
271445,"59.34040281132076, 18.12195353358209",
271446,"59.34049257735849, 18.12195353358209",
271447,"59.34058234339623, 18.12195353358209",
271448,"59.34067210943396, 18.12195353358209",
271449,"59.3407618754717, 18.12195353358209",
271450,"59.34085164150943, 18.12195353358209",
271451,"59.34094140754717, 18.12195353358209",
271452,"59.34103117358491, 18.12195353358209",
271453,"59.34112093962264, 18.12195353358209",
271454,"59.34121070566038, 18.12195353358209",
271455,"59.34130047169811, 18.12195353358209",
271456,"59.342198132075474, 18.12195353358209",
271571,"59.339056320754715, 18.122129464552238",
271572,"59.339146086792454, 18.122129464552238",
271573,"59.33923585283019, 18.122129464552238",
271574,"59.339325618867925, 18.122129464552238",
271575,"59.339415384905664, 18.122129464552238",
271576,"59.339505150943396, 18.122129464552238",
271577,"59.339594916981135, 18.122129464552238",
271578,"59.33968468301887, 18.122129464552238",
271579,"59.339774449056605, 18.122129464552238",
271580,"59.33986421509434, 18.122129464552238",
271581,"59.339953981132076, 18.122129464552238",
271582,"59.34004374716981, 18.122129464552238",
271583,"59.34013351320755, 18.122129464552238",
271584,"59.340223279245286, 18.122129464552238",
271585,"59.34031304528302, 18.122129464552238",
271586,"59.34040281132076, 18.122129464552238",
271587,"59.34049257735849, 18.122129464552238",
271588,"59.34058234339623, 18.122129464552238",
271589,"59.34067210943396, 18.122129464552238",
271590,"59.3407618754717, 18.122129464552238",
271591,"59.34085164150943, 18.122129464552238",
271592,"59.34094140754717, 18.122129464552238",
271593,"59.34103117358491, 18.122129464552238",
271594,"59.34112093962264, 18.122129464552238",
271595,"59.34121070566038, 18.122129464552238",
271596,"59.34130047169811, 18.122129464552238",
271711,"59.339056320754715, 18.12230539552239",
271712,"59.339146086792454, 18.12230539552239",
271713,"59.33923585283019, 18.12230539552239",
271714,"59.339325618867925, 18.12230539552239",
271715,"59.339415384905664, 18.12230539552239",
271716,"59.339505150943396, 18.12230539552239",
271717,"59.339594916981135, 18.12230539552239",
271718,"59.33968468301887, 18.12230539552239",
271719,"59.339774449056605, 18.12230539552239",
271720,"59.33986421509434, 18.12230539552239",
271721,"59.339953981132076, 18.12230539552239",
271722,"59.34004374716981, 18.12230539552239",
271723,"59.34013351320755, 18.12230539552239",
271724,"59.340223279245286, 18.12230539552239",
271725,"59.34031304528302, 18.12230539552239",
271726,"59.34040281132076, 18.12230539552239",
271727,"59.34049257735849, 18.12230539552239",
271728,"59.34058234339623, 18.12230539552239",
271729,"59.34067210943396, 18.12230539552239",
271730,"59.3407618754717, 18.12230539552239",
271731,"59.34085164150943, 18.12230539552239",
271732,"59.34094140754717, 18.12230539552239",
271733,"59.34103117358491, 18.12230539552239",
271734,"59.34112093962264, 18.12230539552239",
271735,"59.34121070566038, 18.12230539552239",
271736,"59.34130047169811, 18.12230539552239",
271737,"59.34139023773585, 18.12230539552239",
271738,"59.34174930188679, 18.12230539552239",
271850,"59.339056320754715, 18.122481326492537",
271851,"59.339146086792454, 18.122481326492537",
271852,"59.33923585283019, 18.122481326492537",
271853,"59.339325618867925, 18.122481326492537",
271854,"59.339415384905664, 18.122481326492537",
271855,"59.339505150943396, 18.122481326492537",
271856,"59.339594916981135, 18.122481326492537",
271857,"59.33968468301887, 18.122481326492537",
271858,"59.339774449056605, 18.122481326492537",
271859,"59.33986421509434, 18.122481326492537",
271860,"59.339953981132076, 18.122481326492537",
271861,"59.34004374716981, 18.122481326492537",
271862,"59.34013351320755, 18.122481326492537",
271863,"59.340223279245286, 18.122481326492537",
271864,"59.34031304528302, 18.122481326492537",
271865,"59.34040281132076, 18.122481326492537",
271866,"59.34049257735849, 18.122481326492537",
271867,"59.34058234339623, 18.122481326492537",
271868,"59.34067210943396, 18.122481326492537",
271869,"59.3407618754717, 18.122481326492537",
271870,"59.34085164150943, 18.122481326492537",
271871,"59.34094140754717, 18.122481326492537",
271872,"59.34103117358491, 18.122481326492537",
271873,"59.34112093962264, 18.122481326492537",
271874,"59.34121070566038, 18.122481326492537",
271875,"59.34130047169811, 18.122481326492537",
271876,"59.34139023773585, 18.122481326492537",
271988,"59.339056320754715, 18.122657257462688",
271989,"59.339146086792454, 18.122657257462688",
271990,"59.33923585283019, 18.122657257462688",
271991,"59.339325618867925, 18.122657257462688",
271992,"59.339415384905664, 18.122657257462688",
271993,"59.339505150943396, 18.122657257462688",
271994,"59.339594916981135, 18.122657257462688",
271995,"59.33968468301887, 18.122657257462688",
271996,"59.339774449056605, 18.122657257462688",
271997,"59.33986421509434, 18.122657257462688",
271998,"59.339953981132076, 18.122657257462688",
271999,"59.34004374716981, 18.122657257462688",
272000,"59.34013351320755, 18.122657257462688",
272001,"59.340223279245286, 18.122657257462688",
272002,"59.34031304528302, 18.122657257462688",
272003,"59.34040281132076, 18.122657257462688",
272004,"59.34049257735849, 18.122657257462688",
272005,"59.34058234339623, 18.122657257462688",
272006,"59.34067210943396, 18.122657257462688",
272007,"59.3407618754717, 18.122657257462688",
272008,"59.34085164150943, 18.122657257462688",
272009,"59.34094140754717, 18.122657257462688",
272010,"59.34103117358491, 18.122657257462688",
272011,"59.34112093962264, 18.122657257462688",
272012,"59.34121070566038, 18.122657257462688",
272013,"59.34130047169811, 18.122657257462688",
272014,"59.34139023773585, 18.122657257462688",
272126,"59.339056320754715, 18.122833188432836",
272127,"59.339146086792454, 18.122833188432836",
272128,"59.33923585283019, 18.122833188432836",
272129,"59.339325618867925, 18.122833188432836",
272130,"59.339415384905664, 18.122833188432836",
272131,"59.339505150943396, 18.122833188432836",
272132,"59.339594916981135, 18.122833188432836",
272133,"59.33968468301887, 18.122833188432836",
272134,"59.339774449056605, 18.122833188432836",
272135,"59.33986421509434, 18.122833188432836",
272136,"59.339953981132076, 18.122833188432836",
272137,"59.34004374716981, 18.122833188432836",
272138,"59.34013351320755, 18.122833188432836",
272139,"59.340223279245286, 18.122833188432836",
272140,"59.34031304528302, 18.122833188432836",
272141,"59.34040281132076, 18.122833188432836",
272142,"59.34049257735849, 18.122833188432836",
272143,"59.34058234339623, 18.122833188432836",
272144,"59.34067210943396, 18.122833188432836",
272145,"59.3407618754717, 18.122833188432836",
272146,"59.34085164150943, 18.122833188432836",
272147,"59.34094140754717, 18.122833188432836",
272148,"59.34103117358491, 18.122833188432836",
272149,"59.34112093962264, 18.122833188432836",
272150,"59.34121070566038, 18.122833188432836",
272151,"59.34130047169811, 18.122833188432836",
272152,"59.34139023773585, 18.122833188432836",
272262,"59.339056320754715, 18.123009119402987",
272263,"59.339146086792454, 18.123009119402987",
272264,"59.33923585283019, 18.123009119402987",
272265,"59.339325618867925, 18.123009119402987",
272266,"59.339415384905664, 18.123009119402987",
272267,"59.339505150943396, 18.123009119402987",
272268,"59.339594916981135, 18.123009119402987",
272269,"59.33968468301887, 18.123009119402987",
272270,"59.339774449056605, 18.123009119402987",
272271,"59.33986421509434, 18.123009119402987",
272272,"59.339953981132076, 18.123009119402987",
272273,"59.34004374716981, 18.123009119402987",
272274,"59.34013351320755, 18.123009119402987",
272275,"59.340223279245286, 18.123009119402987",
272276,"59.34031304528302, 18.123009119402987",
272277,"59.34040281132076, 18.123009119402987",
272278,"59.34049257735849, 18.123009119402987",
272279,"59.34058234339623, 18.123009119402987",
272280,"59.34067210943396, 18.123009119402987",
272281,"59.3407618754717, 18.123009119402987",
272282,"59.34085164150943, 18.123009119402987",
272283,"59.34094140754717, 18.123009119402987",
272284,"59.34103117358491, 18.123009119402987",
272285,"59.34112093962264, 18.123009119402987",
272286,"59.34121070566038, 18.123009119402987",
272287,"59.34130047169811, 18.123009119402987",
272385,"59.3157171509434, 18.123185050373134",
272397,"59.339056320754715, 18.123185050373134",
272398,"59.339146086792454, 18.123185050373134",
272399,"59.33923585283019, 18.123185050373134",
272400,"59.339325618867925, 18.123185050373134",
272401,"59.339415384905664, 18.123185050373134",
272402,"59.339505150943396, 18.123185050373134",
272403,"59.339594916981135, 18.123185050373134",
272404,"59.33968468301887, 18.123185050373134",
272405,"59.339774449056605, 18.123185050373134",
272406,"59.33986421509434, 18.123185050373134",
272407,"59.339953981132076, 18.123185050373134",
272408,"59.34004374716981, 18.123185050373134",
272409,"59.34013351320755, 18.123185050373134",
272410,"59.340223279245286, 18.123185050373134",
272411,"59.34031304528302, 18.123185050373134",
272412,"59.34040281132076, 18.123185050373134",
272413,"59.34049257735849, 18.123185050373134",
272414,"59.34058234339623, 18.123185050373134",
272415,"59.34067210943396, 18.123185050373134",
272416,"59.3407618754717, 18.123185050373134",
272417,"59.34085164150943, 18.123185050373134",
272418,"59.34094140754717, 18.123185050373134",
272419,"59.34103117358491, 18.123185050373134",
272420,"59.34112093962264, 18.123185050373134",
272421,"59.34121070566038, 18.123185050373134",
272422,"59.34130047169811, 18.123185050373134",
272532,"59.339056320754715, 18.123360981343286",
272533,"59.339146086792454, 18.123360981343286",
272534,"59.33923585283019, 18.123360981343286",
272535,"59.339325618867925, 18.123360981343286",
272536,"59.339415384905664, 18.123360981343286",
272537,"59.339505150943396, 18.123360981343286",
272538,"59.339594916981135, 18.123360981343286",
272539,"59.33968468301887, 18.123360981343286",
272540,"59.339774449056605, 18.123360981343286",
272541,"59.33986421509434, 18.123360981343286",
272542,"59.339953981132076, 18.123360981343286",
272543,"59.34004374716981, 18.123360981343286",
272544,"59.34013351320755, 18.123360981343286",
272545,"59.340223279245286, 18.123360981343286",
272546,"59.34031304528302, 18.123360981343286",
272547,"59.34040281132076, 18.123360981343286",
272548,"59.34049257735849, 18.123360981343286",
272549,"59.34058234339623, 18.123360981343286",
272550,"59.34067210943396, 18.123360981343286",
272551,"59.3407618754717, 18.123360981343286",
272552,"59.34085164150943, 18.123360981343286",
272553,"59.34094140754717, 18.123360981343286",
272554,"59.34103117358491, 18.123360981343286",
272555,"59.34112093962264, 18.123360981343286",
272556,"59.34121070566038, 18.123360981343286",
272557,"59.34130047169811, 18.123360981343286",
272667,"59.339056320754715, 18.123536912313433",
272668,"59.339146086792454, 18.123536912313433",
272669,"59.33923585283019, 18.123536912313433",
272670,"59.339325618867925, 18.123536912313433",
272671,"59.339415384905664, 18.123536912313433",
272672,"59.339505150943396, 18.123536912313433",
272673,"59.339594916981135, 18.123536912313433",
272674,"59.33968468301887, 18.123536912313433",
272675,"59.339774449056605, 18.123536912313433",
272676,"59.33986421509434, 18.123536912313433",
272677,"59.339953981132076, 18.123536912313433",
272678,"59.34004374716981, 18.123536912313433",
272679,"59.34013351320755, 18.123536912313433",
272680,"59.340223279245286, 18.123536912313433",
272681,"59.34031304528302, 18.123536912313433",
272682,"59.34040281132076, 18.123536912313433",
272683,"59.34049257735849, 18.123536912313433",
272684,"59.34058234339623, 18.123536912313433",
272685,"59.34067210943396, 18.123536912313433",
272686,"59.3407618754717, 18.123536912313433",
272687,"59.34085164150943, 18.123536912313433",
272688,"59.34094140754717, 18.123536912313433",
272689,"59.34103117358491, 18.123536912313433",
272690,"59.34112093962264, 18.123536912313433",
272691,"59.34121070566038, 18.123536912313433",
272692,"59.34130047169811, 18.123536912313433",
272802,"59.339056320754715, 18.12371284328358",
272803,"59.339146086792454, 18.12371284328358",
272804,"59.33923585283019, 18.12371284328358",
272805,"59.339325618867925, 18.12371284328358",
272806,"59.339415384905664, 18.12371284328358",
272807,"59.339505150943396, 18.12371284328358",
272808,"59.339594916981135, 18.12371284328358",
272809,"59.33968468301887, 18.12371284328358",
272810,"59.339774449056605, 18.12371284328358",
272811,"59.33986421509434, 18.12371284328358",
272812,"59.339953981132076, 18.12371284328358",
272813,"59.34004374716981, 18.12371284328358",
272814,"59.34013351320755, 18.12371284328358",
272815,"59.340223279245286, 18.12371284328358",
272816,"59.34031304528302, 18.12371284328358",
272817,"59.34040281132076, 18.12371284328358",
272818,"59.34049257735849, 18.12371284328358",
272819,"59.34058234339623, 18.12371284328358",
272820,"59.34067210943396, 18.12371284328358",
272821,"59.3407618754717, 18.12371284328358",
272822,"59.34085164150943, 18.12371284328358",
272823,"59.34094140754717, 18.12371284328358",
272824,"59.34103117358491, 18.12371284328358",
272825,"59.34112093962264, 18.12371284328358",
272826,"59.34121070566038, 18.12371284328358",
272827,"59.34130047169811, 18.12371284328358",
272935,"59.339146086792454, 18.123888774253732",
272936,"59.33923585283019, 18.123888774253732",
272937,"59.339325618867925, 18.123888774253732",
272938,"59.339415384905664, 18.123888774253732",
272939,"59.339505150943396, 18.123888774253732",
272940,"59.339594916981135, 18.123888774253732",
272941,"59.33968468301887, 18.123888774253732",
272942,"59.339774449056605, 18.123888774253732",
272943,"59.33986421509434, 18.123888774253732",
272944,"59.339953981132076, 18.123888774253732",
272945,"59.34004374716981, 18.123888774253732",
272946,"59.34013351320755, 18.123888774253732",
272947,"59.340223279245286, 18.123888774253732",
272948,"59.34031304528302, 18.123888774253732",
272949,"59.34040281132076, 18.123888774253732",
272950,"59.34049257735849, 18.123888774253732",
272951,"59.34058234339623, 18.123888774253732",
272952,"59.34067210943396, 18.123888774253732",
272953,"59.3407618754717, 18.123888774253732",
272954,"59.34085164150943, 18.123888774253732",
272955,"59.34094140754717, 18.123888774253732",
272956,"59.34103117358491, 18.123888774253732",
272957,"59.34112093962264, 18.123888774253732",
272958,"59.34121070566038, 18.123888774253732",
272959,"59.34130047169811, 18.123888774253732",
272960,"59.34139023773585, 18.123888774253732",
273035,"59.313832064150944, 18.12406470522388",
273068,"59.339146086792454, 18.12406470522388",
273069,"59.33923585283019, 18.12406470522388",
273070,"59.339325618867925, 18.12406470522388",
273071,"59.339415384905664, 18.12406470522388",
273072,"59.339505150943396, 18.12406470522388",
273073,"59.339594916981135, 18.12406470522388",
273074,"59.33968468301887, 18.12406470522388",
273075,"59.339774449056605, 18.12406470522388",
273076,"59.33986421509434, 18.12406470522388",
273077,"59.339953981132076, 18.12406470522388",
273078,"59.34004374716981, 18.12406470522388",
273079,"59.34013351320755, 18.12406470522388",
273080,"59.340223279245286, 18.12406470522388",
273081,"59.34031304528302, 18.12406470522388",
273082,"59.34040281132076, 18.12406470522388",
273083,"59.34049257735849, 18.12406470522388",
273084,"59.34058234339623, 18.12406470522388",
273085,"59.34067210943396, 18.12406470522388",
273086,"59.3407618754717, 18.12406470522388",
273087,"59.34085164150943, 18.12406470522388",
273088,"59.34094140754717, 18.12406470522388",
273089,"59.34103117358491, 18.12406470522388",
273090,"59.34112093962264, 18.12406470522388",
273091,"59.34121070566038, 18.12406470522388",
273092,"59.34130047169811, 18.12406470522388",
273093,"59.34139023773585, 18.12406470522388",
273200,"59.339146086792454, 18.12424063619403",
273201,"59.33923585283019, 18.12424063619403",
273202,"59.339325618867925, 18.12424063619403",
273203,"59.339415384905664, 18.12424063619403",
273204,"59.339505150943396, 18.12424063619403",
273205,"59.339594916981135, 18.12424063619403",
273206,"59.33968468301887, 18.12424063619403",
273207,"59.339774449056605, 18.12424063619403",
273208,"59.33986421509434, 18.12424063619403",
273209,"59.339953981132076, 18.12424063619403",
273210,"59.34004374716981, 18.12424063619403",
273211,"59.34013351320755, 18.12424063619403",
273212,"59.340223279245286, 18.12424063619403",
273213,"59.34031304528302, 18.12424063619403",
273214,"59.34040281132076, 18.12424063619403",
273215,"59.34049257735849, 18.12424063619403",
273216,"59.34058234339623, 18.12424063619403",
273217,"59.34067210943396, 18.12424063619403",
273218,"59.3407618754717, 18.12424063619403",
273219,"59.34085164150943, 18.12424063619403",
273220,"59.34094140754717, 18.12424063619403",
273221,"59.34103117358491, 18.12424063619403",
273222,"59.34112093962264, 18.12424063619403",
273223,"59.34121070566038, 18.12424063619403",
273224,"59.34130047169811, 18.12424063619403",
273300,"59.313832064150944, 18.12441656716418",
273301,"59.313921830188676, 18.12441656716418",
273331,"59.339146086792454, 18.12441656716418",
273332,"59.33923585283019, 18.12441656716418",
273333,"59.339325618867925, 18.12441656716418",
273334,"59.339415384905664, 18.12441656716418",
273335,"59.339505150943396, 18.12441656716418",
273336,"59.339594916981135, 18.12441656716418",
273337,"59.33968468301887, 18.12441656716418",
273338,"59.339774449056605, 18.12441656716418",
273339,"59.33986421509434, 18.12441656716418",
273340,"59.339953981132076, 18.12441656716418",
273341,"59.34004374716981, 18.12441656716418",
273342,"59.34013351320755, 18.12441656716418",
273343,"59.340223279245286, 18.12441656716418",
273344,"59.34031304528302, 18.12441656716418",
273345,"59.34040281132076, 18.12441656716418",
273346,"59.34049257735849, 18.12441656716418",
273347,"59.34058234339623, 18.12441656716418",
273348,"59.34067210943396, 18.12441656716418",
273349,"59.3407618754717, 18.12441656716418",
273350,"59.34085164150943, 18.12441656716418",
273351,"59.34094140754717, 18.12441656716418",
273352,"59.34103117358491, 18.12441656716418",
273353,"59.34112093962264, 18.12441656716418",
273354,"59.34121070566038, 18.12441656716418",
273355,"59.34130047169811, 18.12441656716418",
273431,"59.313832064150944, 18.12459249813433",
273432,"59.313921830188676, 18.12459249813433",
273433,"59.314011596226415, 18.12459249813433",
273461,"59.33923585283019, 18.12459249813433",
273462,"59.339325618867925, 18.12459249813433",
273463,"59.339415384905664, 18.12459249813433",
273464,"59.339505150943396, 18.12459249813433",
273465,"59.339594916981135, 18.12459249813433",
273466,"59.33968468301887, 18.12459249813433",
273467,"59.339774449056605, 18.12459249813433",
273468,"59.33986421509434, 18.12459249813433",
273469,"59.339953981132076, 18.12459249813433",
273470,"59.34004374716981, 18.12459249813433",
273471,"59.34013351320755, 18.12459249813433",
273472,"59.340223279245286, 18.12459249813433",
273473,"59.34031304528302, 18.12459249813433",
273474,"59.34040281132076, 18.12459249813433",
273475,"59.34049257735849, 18.12459249813433",
273476,"59.34058234339623, 18.12459249813433",
273477,"59.34067210943396, 18.12459249813433",
273478,"59.3407618754717, 18.12459249813433",
273479,"59.34085164150943, 18.12459249813433",
273480,"59.34094140754717, 18.12459249813433",
273481,"59.34103117358491, 18.12459249813433",
273482,"59.34112093962264, 18.12459249813433",
273483,"59.34121070566038, 18.12459249813433",
273560,"59.313742298113205, 18.124768429104478",
273561,"59.313832064150944, 18.124768429104478",
273562,"59.313921830188676, 18.124768429104478",
273563,"59.314011596226415, 18.124768429104478",
273564,"59.314101362264154, 18.124768429104478",
273565,"59.314191128301886, 18.124768429104478",
273592,"59.33923585283019, 18.124768429104478",
273593,"59.339325618867925, 18.124768429104478",
273594,"59.339415384905664, 18.124768429104478",
273595,"59.339505150943396, 18.124768429104478",
273596,"59.339594916981135, 18.124768429104478",
273597,"59.33968468301887, 18.124768429104478",
273598,"59.339774449056605, 18.124768429104478",
273599,"59.33986421509434, 18.124768429104478",
273600,"59.339953981132076, 18.124768429104478",
273601,"59.34004374716981, 18.124768429104478",
273602,"59.34013351320755, 18.124768429104478",
273603,"59.340223279245286, 18.124768429104478",
273604,"59.34031304528302, 18.124768429104478",
273605,"59.34040281132076, 18.124768429104478",
273606,"59.34049257735849, 18.124768429104478",
273607,"59.34058234339623, 18.124768429104478",
273608,"59.34067210943396, 18.124768429104478",
273609,"59.3407618754717, 18.124768429104478",
273610,"59.34085164150943, 18.124768429104478",
273611,"59.34094140754717, 18.124768429104478",
273612,"59.34103117358491, 18.124768429104478",
273689,"59.313832064150944, 18.12494436007463",
273690,"59.313921830188676, 18.12494436007463",
273691,"59.314011596226415, 18.12494436007463",
273692,"59.314101362264154, 18.12494436007463",
273693,"59.314191128301886, 18.12494436007463",
273720,"59.33833819245283, 18.12494436007463",
273721,"59.339325618867925, 18.12494436007463",
273722,"59.339415384905664, 18.12494436007463",
273723,"59.339505150943396, 18.12494436007463",
273724,"59.339594916981135, 18.12494436007463",
273725,"59.33968468301887, 18.12494436007463",
273726,"59.339774449056605, 18.12494436007463",
273727,"59.33986421509434, 18.12494436007463",
273728,"59.339953981132076, 18.12494436007463",
273729,"59.34004374716981, 18.12494436007463",
273730,"59.34013351320755, 18.12494436007463",
273731,"59.340223279245286, 18.12494436007463",
273732,"59.34031304528302, 18.12494436007463",
273733,"59.34040281132076, 18.12494436007463",
273734,"59.34049257735849, 18.12494436007463",
273735,"59.34058234339623, 18.12494436007463",
273736,"59.34067210943396, 18.12494436007463",
273737,"59.3407618754717, 18.12494436007463",
273738,"59.34085164150943, 18.12494436007463",
273816,"59.313921830188676, 18.125120291044777",
273817,"59.314011596226415, 18.125120291044777",
273818,"59.314101362264154, 18.125120291044777",
273819,"59.314191128301886, 18.125120291044777",
273820,"59.314280894339625, 18.125120291044777",
273844,"59.339415384905664, 18.125120291044777",
273845,"59.339505150943396, 18.125120291044777",
273846,"59.339594916981135, 18.125120291044777",
273847,"59.33968468301887, 18.125120291044777",
273848,"59.339774449056605, 18.125120291044777",
273849,"59.33986421509434, 18.125120291044777",
273850,"59.339953981132076, 18.125120291044777",
273851,"59.34004374716981, 18.125120291044777",
273852,"59.34013351320755, 18.125120291044777",
273853,"59.340223279245286, 18.125120291044777",
273854,"59.34031304528302, 18.125120291044777",
273855,"59.34040281132076, 18.125120291044777",
273856,"59.34049257735849, 18.125120291044777",
273857,"59.34058234339623, 18.125120291044777",
273858,"59.34067210943396, 18.125120291044777",
273935,"59.313921830188676, 18.125296222014924",
273936,"59.314011596226415, 18.125296222014924",
273937,"59.314101362264154, 18.125296222014924",
273938,"59.314191128301886, 18.125296222014924",
273939,"59.314280894339625, 18.125296222014924",
273940,"59.31437066037736, 18.125296222014924",
273963,"59.339415384905664, 18.125296222014924",
273964,"59.339505150943396, 18.125296222014924",
273965,"59.339594916981135, 18.125296222014924",
273966,"59.33968468301887, 18.125296222014924",
273967,"59.339774449056605, 18.125296222014924",
273968,"59.33986421509434, 18.125296222014924",
273969,"59.339953981132076, 18.125296222014924",
273970,"59.34004374716981, 18.125296222014924",
273971,"59.34013351320755, 18.125296222014924",
273972,"59.340223279245286, 18.125296222014924",
273973,"59.34031304528302, 18.125296222014924",
273974,"59.34040281132076, 18.125296222014924",
274050,"59.313921830188676, 18.125472152985076",
274051,"59.314011596226415, 18.125472152985076",
274052,"59.314101362264154, 18.125472152985076",
274053,"59.314191128301886, 18.125472152985076",
274054,"59.314280894339625, 18.125472152985076",
274055,"59.31437066037736, 18.125472152985076",
274056,"59.314460426415096, 18.125472152985076",
274079,"59.339505150943396, 18.125472152985076",
274080,"59.339594916981135, 18.125472152985076",
274081,"59.33968468301887, 18.125472152985076",
274082,"59.339774449056605, 18.125472152985076",
274083,"59.33986421509434, 18.125472152985076",
274084,"59.339953981132076, 18.125472152985076",
274085,"59.34004374716981, 18.125472152985076",
274086,"59.34013351320755, 18.125472152985076",
274087,"59.340223279245286, 18.125472152985076",
274162,"59.313921830188676, 18.125648083955223",
274163,"59.314011596226415, 18.125648083955223",
274164,"59.314101362264154, 18.125648083955223",
